scrip,name,ltp,score,band,rsi,stretch_pct,entry,sup,res,bollinger,macd,macd_crossover_risk,health_trend,flow_pressure,data_confidence,navps,witnesses,depth,stack_bucket,stack_win_pct,stack_net_pct,stack_median_pct,stack_n,market_regime,regime_mean_pct,signals,signal_status,net_exp_pct,profit_factor,z,hit_pct,p_up_raw,p_up_cal,base_rate_up,signal_brier,signal_n,tk_hit_pct,tk_net_pct,tk_n,best_sig,best_sig_hit,best_sig_net,best_sig_n,vol_ann_pct,max_dd_5y_pct,var95_daily_pct,beta,crashP_pct,cat,liquidity,updated,history_last_bar
UNILEVERCL,Unilever Consumer Care Limited,2060.7,28,Weak,50,0.0,IN-ZONE,2041.0,2124.7,inside bands (+1.8σ),bullish,none,deteriorating,accumulation,high,116.3,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Price reclaims MA200,48.6,1.51,35,27.5,-46.8,-1.9,0.15,2.2,A,0.4,2026-07-09,2026-07-10
UNIONBANK,Union Bank PLC.,1.5,69,Fair,25,-17.9,IN-ZONE,1.4,1.7,inside bands (-1.9σ),bearish,none,stable,distribution,high,16.03,2,40,2-witness,53.2,1.73,0.62,46891,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200,WORKS,2.77,1.97,15.4,54.4,0.209,0.285,0.436,0.239,4663,14.7,-5.1,75,Bearish Engulfing,74.4,2.38,43,33.0,-89.3,-3.23,0.98,0.4,Z,0.6,2026-07-09,2026-07-10
UNIONCAP,Union Capital Limited,4.5,0,High risk,25,-0.7,IN-ZONE,4.4,4.6,inside bands (-1.1σ),bearish,none,stable,neutral,high,-65.49,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.486,0.417,0.436,0.2542,16105,48.6,0.56,214,Bullish Marubozu,54.5,4.48,33,56.7,-83.2,-4.88,1.44,5.0,Z,0.6,2026-07-09,2026-07-10
UNIONINS,Union Insurance PLC.,45.8,10,High risk,68,19.1,EXTENDED,38.2,46.0,inside bands (+0.0σ),bearish,watch-bullish,improving,accumulation,high,19.23,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.468,0.417,0.436,0.2367,1189,,,,Stochastic<20,57.2,1.37,187,48.1,-70.5,-3.9,1.04,11.7,A,unavailable,2026-07-09,2026-07-10
UNIQUEHRL,Unique Hotel & Resorts PLC,48.4,76,Fair,79,22.6,EXTENDED,39.8,49.8,inside bands (+1.0σ),bearish,watch-bullish,improving,accumulation,high,93.91,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.379,0.333,0.436,0.2367,1189,38.7,-1.95,31,RSI>70 overbought,74.4,3.68,82,35.7,-62.5,-3.18,0.86,10.5,A,unavailable,2026-07-09,2026-07-10
UNITEDFIN,United Finance PLC.,16.1,25,Weak,53,16.3,fair,15.6,16.6,inside bands (+1.1σ),bullish,watch-bearish,improving,accumulation,high,17.9,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,74.7,6.71,83,39.2,-68.4,-3.2,1.12,11.8,A,unavailable,2026-07-09,2026-07-10
UNITEDINS,United Insurance Company Ltd.,46.1,59,Mixed,67,3.9,fair,43.3,46.8,inside bands (+1.2σ),bullish,none,improving,accumulation,high,31.04,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.443,0.417,0.436,0.2436,2558,44.3,-1.02,70,52w-high breakout,44.4,7.87,36,40.5,-54.5,-3.68,,4.4,A,0.1,2026-07-09,2026-07-10
UPGDCL,United Power Generation & Distribution Company Ltd.,128.0,55,Mixed,64,6.4,fair,120.0,139.7,inside bands (+0.4σ),bearish,watch-bullish,improving,accumulation,high,73.89,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.314,0.333,0.436,0.2393,2362,31.4,-2.19,51,52w-high breakout,70.1,3.32,67,21.8,-63.4,-1.93,0.62,3.1,A,0.1,2026-07-09,2026-07-10
USMANIAGL,Usmania Glass Sheet Factory Limited,70.2,0,High risk,80,72.4,EXTENDED,36.1,70.2,inside bands (+1.7σ),bullish,none,deteriorating,accumulation,high,64.73,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.442,0.417,0.436,0.2367,1189,44.2,-3.97,43,Stretch>50% vs MA200,77.6,7.38,58,41.0,-66.6,-3.65,,90.6,Z,0.4,2026-07-09,2026-07-10
UTTARABANK,Uttara Bank PLC.,21.5,56,Mixed,47,2.6,IN-ZONE,20.9,22.1,inside bands (+1.5σ),bullish,none,improving,accumulation,high,31.95,0,0,none,,,,,bull,-0.58,Bullish Harami,NO-EDGE,-0.17,1.11,-0.1,44.9,0.525,0.475,0.436,0.2424,6375,52.5,-0.04,162,Stretch<-30% vs MA200,52.9,5.49,70,17.7,-21.8,-1.57,0.44,4.1,A,unavailable,2026-07-09,2026-07-10
UTTARAFIN,Uttara Finance and Investments Limited,13.2,29,Weak,23,1.5,IN-ZONE,13.0,13.5,inside bands (-0.7σ),bearish,watch-bullish,stable,neutral,high,62.45,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.495,0.417,0.436,0.2542,16105,49.5,1.42,198,Stretch<-30% vs MA200,61.0,6.25,159,39.1,-83.9,-3.39,1.11,6.0,Z,0.6,2026-07-09,2026-07-10
VAMLBDMF1,Vanguard AML BD Finance Mutual Fund One,7.1,11,High risk,50,-1.6,IN-ZONE,6.8,7.3,inside bands (-0.4σ),bearish,none,deteriorating,neutral,high,9.55,0,0,none,,,,,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200|Below lower Bollinger,WORKS,2.77,1.97,15.4,54.4,0.609,0.514,0.436,0.239,4663,,,,Above upper Bollinger,64.8,2.08,91,37.2,-57.1,-3.51,,3.2,A,0.9,2026-07-09,2026-07-10
VAMLRBBF,Vanguard AML Rupali Bank Balanced Fund,8.0,0,High risk,88,25.4,EXTENDED,6.0,8.2,inside bands (+2.0σ),bullish,watch-bearish,deteriorating,accumulation,high,8.38,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Bullish Marubozu,53.5,3.04,43,41.6,-68.2,-3.88,,13.5,A,0.5,2026-07-09,2026-07-10
VFSTDL,VFS Thread Dyeing Limited,16.9,20,Weak,49,14.5,fair,14.9,18.4,inside bands (+1.2σ),bearish,watch-bullish,stable,accumulation,high,20.34,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI>70 overbought,69.0,6.32,58,42.8,-77.4,-3.61,1.22,20.5,B,unavailable,2026-07-09,2026-07-10
WALTONHIL,Walton Hi-Tech Industries PLC,395.9,63,Fair,71,6.2,EXTENDED,372.0,407.9,above upper band,bullish,none,stable,accumulation,high,399.74,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Above upper Bollinger,70.6,1.61,34,26.3,-75.8,-2.51,0.48,2.9,A,0.1,2026-07-09,2026-07-10
WATACHEM,Wata Chemicals Limited,141.8,17,High risk,71,3.5,EXTENDED,141.7,142.0,inside bands (+0.9σ),bullish,none,deteriorating,accumulation,high,61.09,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,52w-high breakout,58.8,8.74,51,33.3,-73.1,-3.19,0.98,3.3,A,0.1,2026-07-09,2026-07-10
WMSHIPYARD,Western Marine Shipyard Limited,10.4,0,High risk,77,16.6,EXTENDED,8.7,11.3,inside bands (+1.8σ),bullish,none,deteriorating,accumulation,high,16.16,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Below lower Bollinger,61.5,2.36,117,46.2,-66.5,-3.94,1.11,7.4,Z,0.1,2026-07-09,2026-07-10
YPL,Yeakin Polymer Limited,25.3,0,High risk,56,7.2,IN-ZONE,25.1,25.7,inside bands (+1.9σ),bullish,none,deteriorating,neutral,high,6.16,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Double Bottom,54.8,3.25,31,54.3,-77.2,-4.56,1.06,13.1,Z,0.1,2026-07-09,2026-07-10
ZAHEENSPIN,Zaheen Spinning PLC.,5.6,0,High risk,42,-1.3,IN-ZONE,5.5,5.7,inside bands (+0.1σ),bearish,none,deteriorating,neutral,high,3.39,0,0,none,,,,,bull,-0.58,Below lower Bollinger,WORKS,0.38,1.3,12.7,51.2,0.43,0.417,0.436,0.2457,5769,43.0,-1.68,128,Stretch<-30% vs MA200,50.7,4.23,146,45.8,-75.4,-4.17,1.39,4.6,Z,0.7,2026-07-09,2026-07-10
ZAHINTEX,Zahintex Industries Limited,9.6,0,High risk,74,14.1,EXTENDED,8.6,9.8,inside bands (-0.3σ),bearish,none,deteriorating,accumulation,high,10.01,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.433,0.417,0.436,0.2367,1189,,,,Stretch>50% vs MA200,79.7,4.07,69,45.8,-64.9,-4.05,0.77,22.0,Z,0.5,2026-07-09,2026-07-10
ZEALBANGLA,Zeal Bangla Sugar Mills Ltd.,198.1,0,High risk,89,50.2,EXTENDED,184.0,199.0,above upper band,bullish,none,stable,accumulation,high,-1139.19,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.576,0.475,0.436,0.2367,1189,57.6,19.14,85,52w-high breakout,57.6,19.14,85,51.2,-58.6,-4.5,,63.2,Z,0.3,2026-07-09,2026-07-10
