scrip,name,ltp,score,band,rsi,stretch_pct,entry,sup,res,bollinger,macd,macd_crossover_risk,health_trend,flow_pressure,data_confidence,navps,witnesses,depth,stack_bucket,stack_win_pct,stack_net_pct,stack_median_pct,stack_n,market_regime,regime_mean_pct,signals,signal_status,net_exp_pct,profit_factor,z,hit_pct,p_up_raw,p_up_cal,base_rate_up,signal_brier,signal_n,tk_hit_pct,tk_net_pct,tk_n,best_sig,best_sig_hit,best_sig_net,best_sig_n,vol_ann_pct,max_dd_5y_pct,var95_daily_pct,beta,crashP_pct,cat,liquidity,updated,history_last_bar
ISLAMIINS,Islami Insurance Bangladesh Limited,64.1,37,Weak,79,24.3,EXTENDED,57.2,64.5,above upper band,bearish,watch-bullish,improving,accumulation,high,22.56,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.434,0.417,0.436,0.2436,2558,43.4,-0.57,106,RSI<30 oversold,64.0,4.27,114,38.3,-57.1,-3.25,0.78,20.9,A,unavailable,2026-07-09,2026-07-10
ISNLTD,Information Services Network Ltd.,61.8,0,High risk,54,-0.1,IN-ZONE,57.1,65.5,inside bands (-0.3σ),bullish,none,deteriorating,neutral,high,2.42,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,70.9,5.05,110,47.1,-60.4,-3.93,1.01,2.2,B,0.1,2026-07-09,2026-07-10
ITC,IT Consultants PLC.,52.2,81,Strong,94,25.4,EXTENDED,40.8,52.5,above upper band,bullish,none,stable,accumulation,high,23.25,0,0,none,,,,,bull,-0.58,52w-high breakout|Bullish Engulfing,WORKS,1.28,1.42,4.8,46.6,0.438,0.417,0.436,0.2367,1189,,,,Above upper Bollinger,64.3,1.38,143,34.9,-45.1,-2.98,0.82,9.0,A,unavailable,2026-07-09,2026-07-10
JAMUNABANK,Jamuna Bank PLC.,23.5,80,Strong,40,-3.9,IN-ZONE,22.2,26.4,inside bands (-0.2σ),bullish,none,improving,neutral,high,27.43,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.617,0.514,0.436,0.2542,16105,61.7,2.03,133,RSI<30 oversold,61.7,2.03,133,23.1,-36.3,-1.85,0.55,2.8,A,unavailable,2026-07-09,2026-07-10
JAMUNAOIL,Jamuna Oil Company Limited,182.7,82,Strong,70,5.8,fair,172.5,187.4,above upper band,bullish,none,improving,accumulation,high,274.03,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,68.6,1.54,204,15.1,-16.8,-1.16,0.24,2.9,A,0.1,2026-07-09,2026-07-10
JANATAINS,Janata Insurance PLC,35.8,14,High risk,48,1.2,IN-ZONE,35.6,36.2,inside bands (-1.2σ),bearish,watch-bullish,deteriorating,neutral,high,15.07,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.463,0.417,0.436,0.2364,4064,46.3,0.08,123,Three Black Crows,67.4,2.04,46,41.8,-66.3,-3.59,0.88,8.1,A,unavailable,2026-07-09,2026-07-10
JHRML,JMI Hospital Requisite Manufacturing Limited,53.9,15,High risk,68,9.9,EXTENDED,49.6,54.2,inside bands (+0.6σ),bearish,watch-bullish,stable,accumulation,high,35.14,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.428,0.417,0.436,0.2364,4064,,,,Above upper Bollinger,78.6,2.65,42,45.9,-69.3,-3.61,0.99,6.9,B,0.1,2026-07-09,2026-07-10
JMISMDL,JMI Syringes & Medical Devices Ltd.,157.9,36,Weak,87,20.9,EXTENDED,135.2,163.4,above upper band,bullish,none,stable,accumulation,high,87.23,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,51.7,2.98,87,36.3,-71.0,-3.1,0.67,7.5,A,0.1,2026-07-09,2026-07-10
JUTESPINN,Jute Spinners Ltd.,214.4,0,High risk,61,-0.6,fair,202.0,226.0,inside bands (+1.1σ),bullish,none,stable,distribution,high,-624.19,0,0,none,,,,,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200|Below lower Bollinger,WORKS,2.77,1.97,15.4,54.4,0.601,0.514,0.436,0.239,4663,65.6,9.97,180,Stretch<-30% vs MA200,65.6,9.97,180,53.5,-61.3,-5.24,,3.7,Z,1.1,2026-07-09,2026-07-10
KARNAPHULI,Karnaphuli Insurance PLC,45.1,39,Weak,77,29.1,EXTENDED,44.3,47.0,inside bands (+1.0σ),bearish,watch-bullish,improving,accumulation,high,23.79,0,0,none,,,,,bull,-0.58,52w-high breakout|MACD bull cross,WORKS,1.28,1.42,4.8,46.6,0.407,0.417,0.436,0.2367,1189,42.4,0.97,59,Stretch<-30% vs MA200,80.8,14.44,52,40.7,-61.4,-3.27,1.02,30.9,A,unavailable,2026-07-09,2026-07-10
KAY&QUE,Kay & Que (Bangladesh) Ltd.,425.1,0,High risk,42,-7.2,IN-ZONE,417.1,447.7,inside bands (-0.4σ),bullish,none,improving,distribution,high,76.94,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.533,0.475,0.436,0.2436,2558,53.3,2.03,75,52w-high breakout,54.2,4.43,120,40.1,-44.5,-3.5,1.1,3.0,B,unavailable,2026-07-09,2026-07-10
KBPPWBIL,Khan Brothers PP Woven Bag Industries Limited,41.9,0,High risk,27,-10.4,IN-ZONE,37.2,48.5,inside bands (-1.6σ),bearish,watch-bullish,stable,neutral,high,12.07,1,30,1-witness,49.2,0.88,-0.18,154016,bull,-0.58,RSI<30 oversold|Stretch<-30% vs MA200,WORKS,2.77,1.97,15.4,54.4,0.38,0.333,0.436,0.239,4663,45.6,0.69,228,52w-high breakout,71.9,20.38,57,58.7,-82.4,-5.07,1.44,2.6,A,unavailable,2026-07-09,2026-07-10
KDSALTD,KDS Accessories Limited,53.1,35,Weak,68,8.1,fair,48.5,55.2,inside bands (+1.3σ),bullish,watch-bearish,stable,accumulation,high,27.71,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,75.8,7.12,33,39.2,-70.7,-3.56,0.97,5.9,A,unavailable,2026-07-09,2026-07-10
KEYACOSMET,Keya Cosmetics Ltd.,5.2,12,High risk,67,8.7,fair,5.0,5.3,above upper band,bullish,none,deteriorating,accumulation,high,0.25,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bullish Marubozu,57.5,10.3,40,40.1,-67.6,-3.41,1.19,4.8,Z,0.1,2026-07-09,2026-07-10
KOHINOOR,Kohinoor Chemical Company (Bangladesh) PLC.,509.6,41,Mixed,53,0.8,IN-ZONE,501.3,518.0,inside bands (+0.6σ),bullish,none,improving,distribution,high,65.16,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Inverted Hammer,62.6,2.01,115,35.8,-39.9,-3.0,,2.8,A,0.1,2026-07-09,2026-07-10
KPCL,Khulna Power Company Limited,10.7,0,High risk,42,-1.1,IN-ZONE,10.2,11.4,inside bands (-0.9σ),bearish,watch-bullish,stable,neutral,high,19.03,0,0,none,,,,,bull,-0.58,Price reclaims MA200,NO-EDGE,-0.57,0.98,-10.1,40.9,0.452,0.417,0.436,0.2363,2100,45.2,-0.62,62,52w-high breakout,37.5,3.31,32,37.0,-81.6,-2.91,0.87,3.1,Z,0.3,2026-07-09,2026-07-10
KPPL,Khulna Printing & Packaging Limited,15.4,0,High risk,44,0.1,IN-ZONE,15.3,15.6,inside bands (-0.3σ),bearish,watch-bullish,deteriorating,neutral,high,-1.86,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bullish Engulfing,48.0,6.99,50,64.5,-87.3,-6.12,1.37,8.8,Z,0.1,2026-07-09,2026-07-10
KTL,Kattali Textile Limited,10.8,16,High risk,61,10.6,fair,9.9,11.0,inside bands (+1.8σ),bullish,none,deteriorating,accumulation,high,15.1,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,64.4,2.51,59,47.2,-78.5,-4.19,1.2,4.8,Z,0.2,2026-07-09,2026-07-10
LANKABAFIN,LankaBangla Finance PLC.,16.4,10,High risk,45,11.7,fair,16.2,16.7,inside bands (+1.0σ),bearish,none,deteriorating,accumulation,high,18.52,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.422,0.417,0.436,0.2364,4064,42.2,-0.76,102,52w-high breakout,66.7,6.96,63,35.8,-74.5,-2.98,1.39,8.2,A,unavailable,2026-07-09,2026-07-10
LEGACYFOOT,Legacy Footwear Ltd.,69.1,0,High risk,53,-3.6,IN-ZONE,64.4,73.7,inside bands (+0.0σ),bullish,none,improving,distribution,high,11.21,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.461,0.417,0.436,0.2436,2558,46.1,-0.79,76,Stretch<-30% vs MA200,63.1,6.27,222,50.6,-74.7,-4.17,0.97,5.9,B,unavailable,2026-07-09,2026-07-10
LHB,LafargeHolcim Bangladesh PLC.,55.9,37,Weak,64,7.1,fair,52.8,56.9,inside bands (+1.9σ),bullish,none,improving,accumulation,high,19.14,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,76.7,7.81,43,28.7,-59.6,-2.68,0.81,3.9,A,unavailable,2026-07-09,2026-07-10
LIBRAINFU,Libra Infusions Limited,641.1,4,High risk,45,1.5,IN-ZONE,630.0,667.0,inside bands (+0.3σ),bullish,none,deteriorating,neutral,high,1261.0,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,81.4,8.57,59,41.9,-51.1,-3.9,0.65,3.0,Z,0.1,2026-07-09,2026-07-10
LINDEBD,Linde Bangladesh Limited,715.3,53,Mixed,71,6.1,EXTENDED,701.0,720.0,inside bands (+1.4σ),bullish,none,deteriorating,accumulation,high,210.31,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Double Top,57.1,1.5,35,31.9,-67.4,-2.54,0.49,2.3,A,0.1,2026-07-09,2026-07-10
LOVELLO,Taufika Foods and Lovello Ice-cream PLC,70.9,14,High risk,49,-6.4,IN-ZONE,67.5,74.5,inside bands (-0.4σ),bullish,none,stable,distribution,high,12.01,0,0,none,,,,,bull,-0.58,Bullish Harami,NO-EDGE,-0.17,1.11,-0.1,44.9,0.531,0.475,0.436,0.2424,6375,53.1,0.93,32,Below lower Bollinger,90.3,6.25,31,44.3,-42.5,-3.97,1.06,2.3,A,unavailable,2026-07-09,2026-07-10
LRBDL,Lub-rref (Bangladesh) Limited,15.5,0,High risk,87,39.3,EXTENDED,14.7,15.6,above upper band,bullish,none,deteriorating,accumulation,high,32.72,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.448,0.417,0.436,0.2436,2558,,,,Above upper Bollinger,78.7,5.02,47,42.5,-85.1,-3.8,1.23,20.0,Z,0.1,2026-07-09,2026-07-10
LRGLOBMF1,LR Global Bangladesh Mutual Fund One,3.7,20,Weak,73,11.0,EXTENDED,3.6,3.8,inside bands (+1.3σ),bullish,none,stable,accumulation,high,10.47,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,55.9,3.99,34,35.7,-75.5,-3.23,,5.3,A,0.7,2026-07-09,2026-07-10
MAGURAPLEX,Magura Multiplex PLC.,94.5,13,High risk,75,10.6,EXTENDED,85.0,94.9,inside bands (+1.2σ),bullish,none,stable,accumulation,high,74.79,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.434,0.417,0.436,0.2393,2362,,,,RSI<30 oversold,70.5,9.4,44,57.4,-75.7,-4.75,1.06,5.9,A,0.1,2026-07-09,2026-07-10
MAKSONSPIN,Maksons Spinning Mills PLC.,6.0,0,High risk,50,4.3,IN-ZONE,5.9,6.1,inside bands (+0.1σ),bearish,watch-bullish,deteriorating,neutral,high,2.84,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.432,0.417,0.436,0.2364,4064,43.2,-1.29,118,52w-high breakout,57.4,4.21,47,47.4,-88.8,-4.32,1.39,4.9,Z,0.3,2026-07-09,2026-07-10
MALEKSPIN,Malek Spinning Mills PLC.,43.7,0,High risk,91,45.3,EXTENDED,40.8,45.0,above upper band,bullish,none,improving,accumulation,high,60.63,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.442,0.417,0.436,0.2367,1189,44.2,-1.49,52,RSI<30 oversold,59.2,3.45,147,43.0,-49.1,-3.59,0.98,30.4,A,unavailable,2026-07-09,2026-07-10
MARICO,Marico Bangladesh Limited,2730.9,87,Strong,45,-0.7,IN-ZONE,2720.0,2793.0,inside bands (+1.9σ),bullish,none,improving,accumulation,high,260.64,0,0,none,,,,,bull,-0.58,Below lower Bollinger,WORKS,0.38,1.3,12.7,51.2,0.509,0.475,0.436,0.2457,5769,50.9,0.32,159,Bullish Engulfing,50.0,1.53,80,11.7,-24.1,-1.07,0.22,2.5,A,0.1,2026-07-09,2026-07-10
MATINSPINN,Matin Spinning Mills PLC,58.5,30,Weak,89,17.4,EXTENDED,49.3,62.8,above upper band,bullish,none,deteriorating,accumulation,high,69.89,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.333,0.333,0.436,0.2367,1189,33.3,-1.96,33,Below lower Bollinger,66.7,2.29,87,35.2,-54.6,-2.81,0.43,6.5,A,0.1,2026-07-09,2026-07-10
MBL1STMF,MBL 1st Mutual Fund,4.2,21,Weak,64,8.1,fair,4.1,4.3,above upper band,bullish,none,stable,accumulation,high,10.44,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI>70 overbought,67.9,2.64,106,34.8,-68.3,-2.86,,3.8,A,1.1,2026-07-09,2026-07-10
MEGCONMILK,Meghna Condensed Milk Industries Ltd.,39.1,0,High risk,52,1.5,IN-ZONE,38.7,39.4,inside bands (+0.4σ),bearish,watch-bullish,deteriorating,neutral,high,-16.15,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Tweezer Bottom,60.0,3.62,35,52.6,-73.2,-4.64,,28.2,Z,0.1,2026-07-09,2026-07-10
MEGHNACEM,Meghna Cement Mills PLC.,31.8,0,High risk,47,1.4,IN-ZONE,31.7,32.0,inside bands (+0.3σ),bullish,none,deteriorating,distribution,high,-1.7,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,58.6,5.35,181,37.4,-70.5,-3.59,0.67,2.3,Z,1.2,2026-07-09,2026-07-10
MEGHNAINS,Meghna Insurance PLC.,37.8,10,High risk,67,17.7,EXTENDED,34.6,,inside bands (+0.3σ),bearish,watch-bullish,improving,accumulation,high,14.29,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Below lower Bollinger,67.6,2.52,37,46.9,-68.4,-3.5,1.14,17.6,A,unavailable,2026-07-09,2026-07-10
MEGHNALIFE,Meghna Life Insurance PLC,63.0,40,Mixed,57,8.7,fair,57.4,65.0,inside bands (+0.1σ),bearish,none,stable,accumulation,high,22.9,0,0,none,,,,,bull,-0.58,MACD bull cross|Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.435,0.417,0.436,0.2436,2558,50.5,0.21,109,Stretch<-30% vs MA200,87.2,9.49,47,41.7,-67.5,-3.79,1.11,5.5,A,0.1,2026-07-09,2026-07-10
MEGHNAPET,Meghna Pet Industries Ltd.,89.6,0,High risk,66,38.2,EXTENDED,86.8,90.7,inside bands (+0.5σ),bearish,watch-bullish,deteriorating,neutral,high,70.43,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.466,0.417,0.436,0.2364,4064,46.6,1.66,131,52w-high breakout,58.8,9.61,80,57.7,-64.4,-4.92,,97.9,Z,0.1,2026-07-09,2026-07-10
MERCANBANK,Mercantile Bank PLC.,7.7,56,Mixed,70,3.9,EXTENDED,7.1,8.3,inside bands (+0.7σ),bullish,watch-bearish,deteriorating,accumulation,high,24.35,0,0,none,,,,,bull,-0.58,Bullish Harami,NO-EDGE,-0.17,1.11,-0.1,44.9,0.463,0.417,0.436,0.2424,6375,46.3,-0.57,205,Stretch>50% vs MA200,65.6,2.73,32,27.3,-64.8,-2.47,0.89,2.3,Z,0.2,2026-07-09,2026-07-10
MERCINS,Mercantile Islami Insurance PLC,45.4,14,High risk,80,36.9,EXTENDED,35.7,46.0,inside bands (+1.4σ),bullish,watch-bearish,deteriorating,accumulation,high,21.7,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,100.0,15.62,34,39.8,-67.1,-3.49,0.77,44.7,A,unavailable,2026-07-09,2026-07-10
METROSPIN,Metro Spinning Ltd.,9.7,0,High risk,57,5.3,IN-ZONE,8.8,10.2,inside bands (+0.0σ),bearish,watch-bullish,deteriorating,accumulation,high,3.96,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.344,0.333,0.436,0.2364,4064,34.4,-0.88,128,Above the Stomach,47.7,2.64,65,54.2,-85.9,-4.63,1.36,5.7,Z,0.8,2026-07-09,2026-07-10
MHSML,Mozaffar Hossain Spinning Mills Ltd.,23.4,0,High risk,60,4.6,fair,21.1,24.4,inside bands (+1.5σ),bullish,none,deteriorating,neutral,high,20.41,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,57.8,3.77,187,43.6,-69.9,-3.82,1.05,9.4,B,unavailable,2026-07-09,2026-07-10
MIDASFIN,MIDAS Financing PLC.,5.9,8,High risk,55,3.2,IN-ZONE,5.8,6.1,inside bands (+1.7σ),bullish,none,deteriorating,neutral,high,4.73,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,56.5,4.38,451,48.6,-84.6,-4.44,1.54,3.7,Z,1.8,2026-07-09,2026-07-10
MIDLANDBNK,Midland Bank PLC.,16.2,7,High risk,48,2.9,IN-ZONE,15.5,16.8,inside bands (+1.1σ),bullish,none,improving,neutral,high,15.12,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Bearish Engulfing,44.1,-0.67,34,54.9,-58.6,-5.0,1.09,2.7,B,unavailable,2026-07-09,2026-07-10
MIRACLEIND,Miracle Industries Ltd.,28.5,0,High risk,56,2.6,IN-ZONE,28.0,28.7,above upper band,bullish,none,stable,neutral,high,11.32,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.468,0.417,0.436,0.2436,2558,46.8,1.58,79,Stretch>50% vs MA200,71.9,3.41,139,51.9,-71.4,-4.67,1.24,3.4,Z,0.2,2026-07-09,2026-07-10
MIRAKHTER,Mir Akhter Hossain Limited,41.5,0,High risk,51,1.5,IN-ZONE,40.9,43.1,inside bands (-0.9σ),bearish,watch-bullish,deteriorating,neutral,high,51.51,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Above upper Bollinger,62.7,2.76,51,39.9,-76.3,-3.51,1.14,8.3,A,unavailable,2026-07-09,2026-07-10
MITHUNKNIT,Mithun Knitting and Dyeing Ltd.,15.0,0,High risk,38,-2.7,IN-ZONE,14.2,17.4,inside bands (-0.5σ),bearish,watch-bullish,deteriorating,distribution,high,0,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Double Bottom,42.9,3.39,70,53.2,-68.5,-4.97,0.92,4.0,Z,0.6,2026-07-09,2026-07-10
MJLBD,MJL Bangladesh PLC.,95.4,79,Fair,72,5.3,EXTENDED,89.0,96.0,above upper band,bullish,none,improving,accumulation,high,54.06,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,71.0,2.1,31,21.9,-40.0,-2.03,0.39,3.3,A,unavailable,2026-07-09,2026-07-10
MLDYEING,M.L. Dyeing Limited,12.6,0,High risk,67,28.2,EXTENDED,12.4,13.4,inside bands (+1.6σ),bearish,watch-bullish,deteriorating,accumulation,high,13.3,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.466,0.417,0.436,0.2367,1189,,,,Bullish Harami,51.3,0.52,76,37.2,-86.4,-3.33,1.27,19.7,B,unavailable,2026-07-09,2026-07-10
MONNOAGML,Monno Agro & General Machinery Limited,352.6,17,High risk,53,1.1,IN-ZONE,340.4,378.5,inside bands (-0.2σ),bearish,watch-bullish,deteriorating,distribution,high,110.86,0,0,none,,,,,bull,-0.58,MACD bull cross|Morning Star,NO-EDGE,-0.25,1.08,-7.9,42.8,0.466,0.417,0.436,0.2364,4064,43.8,1.74,121,52w-high breakout,64.5,11.59,110,43.2,-70.7,-3.73,,3.1,B,0.1,2026-07-09,2026-07-10
MONNOCERA,Monno Ceramic Industries Ltd.,97.0,8,High risk,55,1.8,IN-ZONE,91.7,103.0,inside bands (-0.1σ),bearish,watch-bullish,deteriorating,distribution,high,80.14,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.471,0.417,0.436,0.2364,4064,47.1,0.79,121,52w-high breakout,56.4,9.99,78,39.2,-65.9,-3.48,1.05,4.9,B,unavailable,2026-07-09,2026-07-10
MONNOFABR,Monno Fabrics Limited,22.7,5,High risk,46,-0.4,IN-ZONE,22.6,22.8,inside bands (-0.4σ),bearish,watch-bullish,deteriorating,neutral,high,25.39,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.428,0.417,0.436,0.2364,4064,,,,Below lower Bollinger,62.5,4.36,32,52.3,-64.3,-4.31,1.41,5.2,B,unavailable,2026-07-09,2026-07-10
MONOSPOOL,Monospool Bangladesh PLC,123.2,2,High risk,80,16.0,EXTENDED,106.0,123.7,inside bands (+1.3σ),bullish,none,deteriorating,accumulation,high,45.05,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,RSI<30 oversold,70.6,9.32,34,60.4,-79.4,-4.96,0.99,9.6,A,unavailable,2026-07-09,2026-07-10
MPETROLEUM,Meghna Petroleum Limited,213.2,83,Strong,63,3.6,fair,204.2,217.5,above upper band,bullish,none,improving,accumulation,high,278.51,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch>50% vs MA200,81.8,4.22,33,13.2,-15.3,-1.03,0.17,2.9,A,0.1,2026-07-09,2026-07-10
MTB,Mutual Trust Bank PLC,13.7,79,Fair,45,6.8,IN-ZONE,13.1,13.9,inside bands (+1.0σ),bullish,none,improving,neutral,high,28.11,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.526,0.475,0.436,0.2436,2558,52.6,-0.74,76,Stretch<-30% vs MA200,89.1,6.15,46,25.3,-51.3,-2.26,0.68,3.8,A,unavailable,2026-07-09,2026-07-10
NAHEEACP,Nahee Aluminum Composite Panel PLC.,39.9,0,High risk,65,27.5,EXTENDED,37.7,40.3,inside bands (-0.1σ),bearish,watch-bullish,deteriorating,distribution,high,11.91,0,0,none,,,,,bull,-0.58,MACD bull cross|Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.507,0.475,0.436,0.2436,2558,51.4,1.21,35,52w-high breakout,55.6,2.82,36,41.3,-83.7,-3.66,1.59,39.3,B,unavailable,2026-07-09,2026-07-10
NATLIFEINS,National Life Insurance PLC,108.1,41,Mixed,73,6.6,EXTENDED,99.6,108.9,inside bands (+0.4σ),bearish,watch-bullish,deteriorating,accumulation,high,59.87,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.357,0.333,0.436,0.2436,2558,35.7,0.16,84,Stretch<-30% vs MA200,56.7,3.2,67,35.1,-70.3,-3.04,0.82,3.8,A,0.1,2026-07-09,2026-07-10
NAVANACNG,Navana CNG Limited,22.6,11,High risk,70,6.9,fair,21.2,23.7,inside bands (+0.6σ),bearish,watch-bullish,deteriorating,accumulation,high,30.79,0,0,none,,,,,bull,-0.58,MACD bull cross,NO-EDGE,-0.25,1.08,-7.9,42.8,0.38,0.333,0.436,0.2364,4064,38.0,-1.19,137,Double Top,69.8,2.07,43,36.6,-57.1,-2.97,0.79,3.8,Z,0.3,2026-07-09,2026-07-10
NAVANAPHAR,Navana Pharmaceuticals PLC,73.3,0,High risk,65,10.1,fair,68.9,74.8,inside bands (+0.4σ),bearish,watch-bullish,improving,accumulation,high,45.29,0,0,none,,,,,bull,-0.58,Morning Star,NO-EDGE,-0.3,1.06,-5.0,43.4,0.434,0.417,0.436,0.2393,2362,,,,RSI>70 overbought,54.8,0.79,31,64.3,-68.1,-3.85,1.18,8.9,A,unavailable,2026-07-09,2026-07-10
NBL,National Bank PLC.,3.8,8,High risk,20,-3.9,IN-ZONE,3.7,3.9,inside bands (+0.1σ),bullish,none,stable,accumulation,high,-7.37,0,0,none,,,,,bull,-0.58,RSI<30 oversold,WORKS,1.25,1.61,15.2,52.9,0.491,0.417,0.436,0.2542,16105,49.1,0.51,222,Three Outside Down,63.6,1.55,107,36.9,-77.1,-3.12,1.25,2.8,Z,0.2,2026-07-09,2026-07-10
NCCBANK,National Credit and Commerce Bank PLC.,14.9,52,Mixed,19,-6.2,IN-ZONE,14.1,15.8,inside bands (-0.3σ),bearish,watch-bullish,improving,neutral,high,27.2,1,20,1-witness,49.2,0.88,-0.18,154016,bull,-0.58,RSI<30 oversold|Below lower Bollinger,WORKS,1.25,1.61,15.2,52.9,0.676,0.514,0.436,0.2542,16105,72.3,3.03,159,RSI<30 oversold,72.3,3.03,159,26.2,-44.6,-2.08,0.53,4.4,A,unavailable,2026-07-09,2026-07-10
NCCBLMF1,NCCBL Mutual Fund-1,4.9,55,Mixed,68,13.4,fair,4.8,5.1,inside bands (+1.4σ),bullish,none,deteriorating,accumulation,high,10.97,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Stretch<-30% vs MA200,45.0,3.72,40,35.1,-64.5,-2.86,,7.2,A,1.7,2026-07-09,2026-07-10
NEWLINE,New Line Clothings Limited,5.4,28,Weak,44,-0.4,IN-ZONE,5.3,5.5,inside bands (-0.6σ),bearish,none,improving,neutral,high,24.02,0,0,none,,,,,bull,-0.58,Bullish Engulfing,NO-EDGE,0.07,1.18,-0.0,44.8,0.448,0.417,0.436,0.2436,2558,,,,52w-low breakdown,64.7,4.63,51,49.5,-94.4,-5.26,1.61,4.6,Z,0.6,2026-07-09,2026-07-10
NFML,National Feed Mill Limited,21.0,0,High risk,60,18.6,fair,20.8,22.8,inside bands (+1.2σ),bullish,watch-bearish,deteriorating,accumulation,high,11.09,0,0,none,,,,,bull,-0.58,,,,,,,,,0.436,,,,,,Above the Stomach,51.6,3.66,64,47.9,-81.9,-4.04,0.85,30.8,B,unavailable,2026-07-09,2026-07-10
NHFIL,National Housing Finance PLC,31.4,0,High risk,71,23.1,EXTENDED,27.7,32.7,above upper band,bullish,none,deteriorating,accumulation,high,17.95,0,0,none,,,,,bull,-0.58,52w-high breakout,WORKS,1.28,1.42,4.8,46.6,0.519,0.475,0.436,0.2367,1189,51.9,0.08,52,Stretch<-30% vs MA200,53.8,2.79,169,42.9,-77.6,-3.99,1.11,11.5,A,unavailable,2026-07-09,2026-07-10
